Electricity Pricing [$],6h Prediction Electricity Pricing [$],12h Prediction Electricity Pricing [$],24h Prediction Electricity Pricing [$]
0.13,0.09,0.11,0.14
0.14,0.09,0.12,0.15
0.13,0.1,0.14,0.15
0.11,0.1,0.15,0.15
0.1,0.09,0.15,0.14
0.1,0.1,0.15,0.14
0.09,0.11,0.15,0.14
0.09,0.12,0.15,0.14
0.1,0.14,0.15,0.14
0.1,0.15,0.15,0.16
0.09,0.15,0.14,0.15
0.1,0.15,0.14,0.15
0.11,0.15,0.14,0.17
0.12,0.15,0.15,0.17
0.14,0.15,0.15,0.17
0.15,0.15,0.15,0.17
0.15,0.14,0.14,0.17
0.15,0.14,0.14,0.16
0.15,0.14,0.14,0.16
0.15,0.15,0.14,0.16
0.15,0.15,0.14,0.16
0.15,0.15,0.16,0.16
0.14,0.14,0.15,0.16
0.14,0.14,0.15,0.16
0.14,0.14,0.17,0.16
0.15,0.14,0.17,0.18
0.15,0.14,0.17,0.17
0.15,0.16,0.17,0.17
0.14,0.15,0.17,0.15
0.14,0.15,0.16,0.15
0.14,0.17,0.16,0.14
0.14,0.17,0.16,0.14
0.14,0.17,0.16,0.14
0.16,0.17,0.16,0.14
0.15,0.17,0.16,0.14
0.15,0.16,0.16,0.14
0.17,0.16,0.16,0.15
0.17,0.16,0.18,0.15
0.17,0.16,0.17,0.14
0.17,0.16,0.17,0.14
0.17,0.16,0.15,0.14
0.16,0.16,0.15,0.14
0.16,0.16,0.14,0.14
0.16,0.18,0.14,0.14
0.16,0.17,0.14,0.14
0.16,0.17,0.14,0.14
0.16,0.15,0.14,0.14
0.16,0.15,0.14,0.14
0.16,0.14,0.15,0.14
0.18,0.14,0.15,0.14
0.17,0.14,0.14,0.13
0.17,0.14,0.14,0.13
0.15,0.14,0.14,0.13
0.15,0.14,0.14,0.13
0.14,0.15,0.14,0.12
0.14,0.15,0.14,0.12
0.14,0.14,0.14,0.12
0.14,0.14,0.14,0.12
0.14,0.14,0.14,0.12
0.14,0.14,0.14,0.13
0.15,0.14,0.14,0.13
0.15,0.14,0.14,0.13
0.14,0.14,0.13,0.13
0.14,0.14,0.13,0.13
0.14,0.14,0.13,0.13
0.14,0.14,0.13,0.13
0.14,0.14,0.12,0.13
0.14,0.14,0.12,0.13
0.14,0.13,0.12,0.13
0.14,0.13,0.12,0.13
0.14,0.13,0.12,0.13
0.14,0.13,0.13,0.13
0.14,0.12,0.13,0.13
0.14,0.12,0.13,0.13
0.13,0.12,0.13,0.12
0.13,0.12,0.13,0.12
0.13,0.12,0.13,0.12
0.13,0.13,0.13,0.12
0.12,0.13,0.13,0.12
0.12,0.13,0.13,0.11
0.12,0.13,0.13,0.12
0.12,0.13,0.13,0.12
0.12,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.11,0.13
0.13,0.12,0.12,0.13
0.13,0.12,0.12,0.13
0.13,0.12,0.13,0.12
0.13,0.12,0.13,0.12
0.13,0.12,0.13,0.13
0.13,0.11,0.13,0.13
0.12,0.12,0.13,0.12
0.12,0.12,0.13,0.12
0.12,0.13,0.13,0.12
0.12,0.13,0.13,0.12
0.12,0.13,0.13,0.12
0.11,0.13,0.13,0.12
0.12,0.13,0.13,0.12
0.12,0.13,0.13,0.12
0.13,0.13,0.12,0.12
0.13,0.13,0.12,0.12
0.13,0.13,0.13,0.12
0.13,0.13,0.13,0.12
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.12,0.12,0.13
0.13,0.12,0.12,0.13
0.13,0.13,0.12,0.12
0.13,0.13,0.12,0.13
0.13,0.12,0.12,0.13
0.13,0.12,0.12,0.13
0.12,0.12,0.12,0.13
0.12,0.12,0.12,0.13
0.13,0.12,0.12,0.12
0.13,0.12,0.12,0.13
0.12,0.12,0.13,0.12
0.12,0.12,0.13,0.12
0.12,0.12,0.13,0.11
0.12,0.12,0.13,0.11
0.12,0.12,0.12,0.11
0.12,0.12,0.13,0.11
0.12,0.13,0.13,0.11
0.12,0.13,0.13,0.11
0.12,0.13,0.13,0.11
0.12,0.13,0.13,0.11
0.12,0.12,0.12,0.12
0.12,0.13,0.13,0.12
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.11,0.14
0.13,0.13,0.11,0.14
0.12,0.12,0.11,0.14
0.13,0.13,0.11,0.15
0.13,0.12,0.11,0.15
0.13,0.12,0.11,0.14
0.13,0.11,0.11,0.14
0.13,0.11,0.11,0.13
0.12,0.11,0.12,0.13
0.13,0.11,0.12,0.14
0.12,0.11,0.13,0.13
0.12,0.11,0.13,0.13
0.11,0.11,0.14,0.13
0.11,0.11,0.14,0.12
0.11,0.12,0.14,0.12
0.11,0.12,0.15,0.11
0.11,0.13,0.15,0.11
0.11,0.13,0.14,0.11
0.11,0.14,0.14,0.11
0.11,0.14,0.13,0.1
0.12,0.14,0.13,0.11
0.12,0.15,0.14,0.11
0.13,0.15,0.13,0.11
0.13,0.14,0.13,0.11
0.14,0.14,0.13,0.12
0.14,0.13,0.12,0.12
0.14,0.13,0.12,0.13
0.15,0.14,0.11,0.13
0.15,0.13,0.11,0.13
0.14,0.13,0.11,0.13
0.14,0.13,0.11,0.13
0.13,0.12,0.1,0.13
0.13,0.12,0.11,0.13
0.14,0.11,0.11,0.13
0.13,0.11,0.11,0.13
0.13,0.11,0.11,0.13
0.13,0.11,0.12,0.13
0.12,0.1,0.12,0.13
0.12,0.11,0.13,0.13
0.11,0.11,0.13,0.14
0.11,0.11,0.13,0.14
0.11,0.11,0.13,0.14
0.11,0.12,0.13,0.14
0.1,0.12,0.13,0.15
0.11,0.13,0.13,0.18
0.11,0.13,0.13,0.19
0.11,0.13,0.13,0.19
0.11,0.13,0.13,0.19
0.12,0.13,0.13,0.18
0.12,0.13,0.13,0.16
0.13,0.13,0.13,0.15
0.13,0.13,0.14,0.16
0.13,0.13,0.14,0.15
0.13,0.13,0.14,0.18
0.13,0.13,0.14,0.18
0.13,0.13,0.15,0.14
0.13,0.13,0.18,0.14
0.13,0.14,0.19,0.15
0.13,0.14,0.19,0.14
0.13,0.14,0.19,0.13
0.13,0.14,0.18,0.13
0.13,0.15,0.16,0.12
0.13,0.18,0.15,0.12
0.14,0.19,0.16,0.12
0.14,0.19,0.15,0.12
0.14,0.19,0.18,0.12
0.14,0.18,0.18,0.13
0.15,0.16,0.14,0.14
0.18,0.15,0.14,0.14
0.19,0.16,0.15,0.14
0.19,0.15,0.14,0.14
0.19,0.18,0.13,0.14
0.18,0.18,0.13,0.14
0.16,0.14,0.12,0.14
0.15,0.14,0.12,0.14
0.16,0.15,0.12,0.14
0.15,0.14,0.12,0.14
0.18,0.13,0.12,0.14
0.18,0.13,0.13,0.14
0.14,0.12,0.14,0.14
0.14,0.12,0.14,0.14
0.15,0.12,0.14,0.15
0.14,0.12,0.14,0.15
0.13,0.12,0.14,0.14
0.13,0.13,0.14,0.13
0.12,0.14,0.14,0.13
0.12,0.14,0.14,0.13
0.12,0.14,0.14,0.13
0.12,0.14,0.14,0.13
0.12,0.14,0.14,0.13
0.13,0.14,0.14,0.14
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.17
0.14,0.14,0.15,0.18
0.14,0.14,0.15,0.18
0.14,0.14,0.14,0.18
0.14,0.14,0.13,0.17
0.14,0.14,0.13,0.16
0.14,0.14,0.13,0.16
0.14,0.15,0.13,0.16
0.14,0.15,0.13,0.15
0.14,0.14,0.13,0.15
0.14,0.13,0.14,0.15
0.14,0.13,0.15,0.15
0.14,0.13,0.17,0.15
0.15,0.13,0.18,0.15
0.15,0.13,0.18,0.14
0.14,0.13,0.18,0.14
0.13,0.14,0.17,0.14
0.13,0.15,0.16,0.15
0.13,0.17,0.16,0.15
0.13,0.18,0.16,0.14
0.13,0.18,0.15,0.15
0.13,0.18,0.15,0.15
0.14,0.17,0.15,0.18
0.15,0.16,0.15,0.18
0.17,0.16,0.15,0.16
0.18,0.16,0.15,0.19
0.18,0.15,0.14,0.19
0.18,0.15,0.14,0.19
0.17,0.15,0.14,0.18
0.16,0.15,0.15,0.17
0.16,0.15,0.15,0.16
0.16,0.15,0.14,0.16
0.15,0.14,0.15,0.15
0.15,0.14,0.15,0.15
0.15,0.14,0.18,0.15
0.15,0.15,0.18,0.15
0.15,0.15,0.16,0.14
0.15,0.14,0.19,0.14
0.14,0.15,0.19,0.14
0.14,0.15,0.19,0.14
0.14,0.18,0.18,0.13
0.15,0.18,0.17,0.13
0.15,0.16,0.16,0.13
0.14,0.19,0.16,0.13
0.15,0.19,0.15,0.13
0.15,0.19,0.15,0.14
0.18,0.18,0.15,0.14
0.18,0.17,0.15,0.14
0.16,0.16,0.14,0.15
0.19,0.16,0.14,0.14
0.19,0.15,0.14,0.14
0.19,0.15,0.14,0.15
0.18,0.15,0.13,0.15
0.17,0.15,0.13,0.15
0.16,0.14,0.13,0.15
0.16,0.14,0.13,0.15
0.15,0.14,0.13,0.15
0.15,0.14,0.14,0.15
0.15,0.13,0.14,0.15
0.15,0.13,0.14,0.15
0.14,0.13,0.15,0.15
0.14,0.13,0.14,0.16
0.14,0.13,0.14,0.16
0.14,0.14,0.15,0.16
0.13,0.14,0.15,0.17
0.13,0.14,0.15,0.16
0.13,0.15,0.15,0.14
0.13,0.14,0.15,0.13
0.13,0.14,0.15,0.13
0.14,0.15,0.15,0.13
0.14,0.15,0.15,0.13
0.14,0.15,0.15,0.13
0.15,0.15,0.15,0.13
0.14,0.15,0.16,0.13
0.14,0.15,0.16,0.14
0.15,0.15,0.16,0.13
0.15,0.15,0.17,0.13
0.15,0.15,0.16,0.13
0.15,0.15,0.14,0.13
0.15,0.16,0.13,0.13
0.15,0.16,0.13,0.12
0.15,0.16,0.13,0.13
0.15,0.17,0.13,0.13
0.15,0.16,0.13,0.12
0.15,0.14,0.13,0.12
0.16,0.13,0.13,0.12
0.16,0.13,0.14,0.12
0.16,0.13,0.13,0.12
0.17,0.13,0.13,0.12
0.16,0.13,0.13,0.12
0.14,0.13,0.13,0.12
0.13,0.13,0.13,0.12
0.13,0.14,0.12,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.14,0.12,0.12,0.14
0.13,0.13,0.12,0.14
0.13,0.13,0.12,0.14
0.13,0.12,0.12,0.15
0.13,0.12,0.12,0.17
0.13,0.12,0.12,0.17
0.12,0.12,0.13,0.16
0.13,0.12,0.13,0.15
0.13,0.12,0.13,0.14
0.12,0.12,0.13,0.13
0.12,0.12,0.13,0.13
0.12,0.12,0.13,0.13
0.12,0.13,0.14,0.12
0.12,0.13,0.14,0.12
0.12,0.13,0.14,0.12
0.12,0.13,0.15,0.12
0.12,0.13,0.17,0.12
0.12,0.13,0.17,0.12
0.13,0.14,0.16,0.12
0.13,0.14,0.15,0.13
0.13,0.14,0.14,0.14
0.13,0.15,0.13,0.14
0.13,0.17,0.13,0.15
0.13,0.17,0.13,0.16
0.14,0.16,0.12,0.15
0.14,0.15,0.12,0.16
0.14,0.14,0.12,0.17
0.15,0.13,0.12,0.17
0.17,0.13,0.12,0.17
0.17,0.13,0.12,0.17
0.16,0.12,0.12,0.17
0.15,0.12,0.13,0.17
0.14,0.12,0.14,0.18
0.13,0.12,0.14,0.18
0.13,0.12,0.15,0.19
0.13,0.12,0.16,0.19
0.12,0.12,0.15,0.17
0.12,0.13,0.16,0.16
0.12,0.14,0.17,0.2
0.12,0.14,0.17,0.2
0.12,0.15,0.17,0.2
0.12,0.16,0.17,0.2
0.12,0.15,0.17,0.2
0.13,0.16,0.17,0.2
0.14,0.17,0.18,0.25
0.14,0.17,0.18,1.3
0.15,0.17,0.19,2.1
0.16,0.17,0.19,1.84
0.15,0.17,0.17,1.47
0.16,0.17,0.16,1.38
0.17,0.18,0.2,1.24
0.17,0.18,0.2,1.2
0.17,0.19,0.2,0.21
0.17,0.19,0.2,0.17
0.17,0.17,0.2,0.17
0.17,0.16,0.2,0.16
0.18,0.2,0.25,0.16
0.18,0.2,1.3,0.15
0.19,0.2,2.1,0.16
0.19,0.2,1.84,0.15
0.17,0.2,1.47,0.14
0.16,0.2,1.38,0.14
0.2,0.25,1.24,0.14
0.2,1.3,1.2,0.13
0.2,2.1,0.21,0.12
0.2,1.84,0.17,0.12
0.2,1.47,0.17,0.12
0.2,1.38,0.16,0.12
0.25,1.24,0.16,0.12
1.3,1.2,0.15,0.12
2.1,0.21,0.16,0.14
1.84,0.17,0.15,0.14
1.47,0.17,0.14,0.14
1.38,0.16,0.14,0.14
1.24,0.16,0.14,0.14
1.2,0.15,0.13,0.13
0.21,0.16,0.12,0.13
0.17,0.15,0.12,0.12
0.17,0.14,0.12,0.12
0.16,0.14,0.12,0.12
0.16,0.14,0.12,0.12
0.15,0.13,0.12,0.12
0.16,0.12,0.14,0.12
0.15,0.12,0.14,0.12
0.14,0.12,0.14,0.12
0.14,0.12,0.14,0.12
0.14,0.12,0.14,0.12
0.13,0.12,0.13,0.11
0.12,0.14,0.13,0.11
0.12,0.14,0.12,0.11
0.12,0.14,0.12,0.12
0.12,0.14,0.12,0.13
0.12,0.14,0.12,0.14
0.12,0.13,0.12,0.14
0.14,0.13,0.12,0.15
0.14,0.12,0.12,0.15
0.14,0.12,0.12,0.14
0.14,0.12,0.12,0.14
0.14,0.12,0.12,0.14
0.13,0.12,0.11,0.14
0.13,0.12,0.11,0.14
0.12,0.12,0.11,0.14
0.12,0.12,0.12,0.14
0.12,0.12,0.13,0.14
0.12,0.12,0.14,0.14
0.12,0.11,0.14,0.14
0.12,0.11,0.15,0.14
0.12,0.11,0.15,0.14
0.12,0.12,0.14,0.13
0.12,0.13,0.14,0.14
0.12,0.14,0.14,0.14
0.11,0.14,0.14,0.15
0.11,0.15,0.14,0.15
0.11,0.15,0.14,0.15
0.12,0.14,0.14,0.15
0.13,0.14,0.14,0.15
0.14,0.14,0.14,0.16
0.14,0.14,0.14,0.16
0.15,0.14,0.14,0.15
0.15,0.14,0.14,0.15
0.14,0.14,0.13,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.13,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.16,0.14
0.14,0.15,0.16,0.14
0.14,0.15,0.15,0.14
0.14,0.15,0.15,0.14
0.13,0.15,0.15,0.14
0.14,0.15,0.15,0.14
0.14,0.16,0.15,0.14
0.15,0.16,0.14,0.14
0.15,0.15,0.14,0.14
0.15,0.15,0.14,0.15
0.15,0.15,0.14,0.15
0.15,0.15,0.14,0.15
0.16,0.15,0.14,0.15
0.16,0.14,0.14,0.15
0.15,0.14,0.14,0.15
0.15,0.14,0.14,0.15
0.15,0.14,0.14,0.15
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.15,0.15,0.14
0.14,0.15,0.15,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.15,0.15,0.14,0.14
0.15,0.15,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.13
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.15,0.13,0.14
0.14,0.15,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.16
0.14,0.14,0.14,0.16
0.14,0.14,0.14,0.17
0.15,0.13,0.14,0.18
0.15,0.14,0.14,0.18
0.14,0.14,0.14,0.17
0.14,0.14,0.14,0.16
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.13,0.14,0.14,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.16,0.14
0.14,0.14,0.16,0.14
0.14,0.14,0.17,0.14
0.14,0.14,0.18,0.14
0.14,0.15,0.18,0.14
0.14,0.15,0.17,0.13
0.14,0.16,0.16,0.13
0.14,0.16,0.15,0.13
0.14,0.17,0.15,0.13
0.14,0.18,0.15,0.13
0.15,0.18,0.15,0.14
0.15,0.17,0.15,0.14
0.16,0.16,0.14,0.14
0.16,0.15,0.14,0.14
0.17,0.15,0.14,0.14
0.18,0.15,0.14,0.14
0.18,0.15,0.14,0.14
0.17,0.15,0.13,0.14
0.16,0.14,0.13,0.14
0.15,0.14,0.13,0.14
0.15,0.14,0.13,0.14
0.15,0.14,0.13,0.13
0.15,0.14,0.14,0.13
0.15,0.13,0.14,0.13
0.14,0.13,0.14,0.13
0.14,0.13,0.14,0.13
0.14,0.13,0.14,0.13
0.14,0.13,0.14,0.12
0.14,0.14,0.14,0.11
0.13,0.14,0.14,0.11
0.13,0.14,0.14,0.11
0.13,0.14,0.14,0.11
0.13,0.14,0.14,0.12
0.13,0.14,0.13,0.12
0.14,0.14,0.13,0.13
0.14,0.14,0.13,0.13
0.14,0.14,0.13,0.13
0.14,0.14,0.13,0.14
0.14,0.14,0.13,0.14
0.14,0.13,0.12,0.14
0.14,0.13,0.11,0.14
0.14,0.13,0.11,0.14
0.14,0.13,0.11,0.14
0.14,0.13,0.11,0.14
0.14,0.13,0.12,0.14
0.13,0.12,0.12,0.14
0.13,0.11,0.13,0.14
0.13,0.11,0.13,0.14
0.13,0.11,0.13,0.14
0.13,0.11,0.14,0.14
0.13,0.12,0.14,0.14
0.12,0.12,0.14,0.14
0.11,0.13,0.14,0.14
0.11,0.13,0.14,0.14
0.11,0.13,0.14,0.14
0.11,0.14,0.14,0.14
0.12,0.14,0.14,0.14
0.12,0.14,0.14,0.15
0.13,0.14,0.14,0.16
0.13,0.14,0.14,0.18
0.13,0.14,0.14,0.19
0.14,0.14,0.14,0.2
0.14,0.14,0.14,0.21
0.14,0.14,0.14,0.22
0.14,0.14,0.14,0.21
0.14,0.14,0.14,0.21
0.14,0.14,0.14,0.21
0.14,0.14,0.14,0.19
0.14,0.14,0.14,0.19
0.14,0.14,0.15,0.19
0.14,0.14,0.16,0.19
0.14,0.14,0.18,0.19
0.14,0.14,0.19,0.19
0.14,0.14,0.2,0.21
0.14,0.14,0.21,0.2
0.14,0.15,0.22,0.18
0.14,0.16,0.21,0.17
0.14,0.18,0.21,0.16
0.14,0.19,0.21,0.16
0.14,0.2,0.19,0.16
0.14,0.21,0.19,0.16
0.15,0.22,0.19,0.16
0.16,0.21,0.19,0.17
0.18,0.21,0.19,0.18
0.19,0.21,0.19,0.2
0.2,0.19,0.21,0.2
0.21,0.19,0.2,0.2
0.22,0.19,0.18,0.18
0.21,0.19,0.17,0.17
0.21,0.19,0.16,0.17
0.21,0.19,0.16,0.17
0.19,0.21,0.16,0.16
0.19,0.2,0.16,0.16
0.19,0.18,0.16,0.16
0.19,0.17,0.17,0.16
0.19,0.16,0.18,0.16
0.19,0.16,0.2,0.16
0.21,0.16,0.2,0.16
0.2,0.16,0.2,0.15
0.18,0.16,0.18,0.15
0.17,0.17,0.17,0.16
0.16,0.18,0.17,0.16
0.16,0.2,0.17,0.16
0.16,0.2,0.16,0.15
0.16,0.2,0.16,0.15
0.16,0.18,0.16,0.15
0.17,0.17,0.16,0.15
0.18,0.17,0.16,0.15
0.2,0.17,0.16,0.15
0.2,0.16,0.16,0.15
0.2,0.16,0.15,0.15
0.18,0.16,0.15,0.15
0.17,0.16,0.16,0.15
0.17,0.16,0.16,0.15
0.17,0.16,0.16,0.15
0.16,0.16,0.15,0.14
0.16,0.15,0.15,0.14
0.16,0.15,0.15,0.14
0.16,0.16,0.15,0.14
0.16,0.16,0.15,0.14
0.16,0.16,0.15,0.14
0.16,0.15,0.15,0.14
0.15,0.15,0.15,0.13
0.15,0.15,0.15,0.13
0.16,0.15,0.15,0.13
0.16,0.15,0.15,0.13
0.16,0.15,0.15,0.13
0.15,0.15,0.14,0.13
0.15,0.15,0.14,0.13
0.15,0.15,0.14,0.13
0.15,0.15,0.14,0.14
0.15,0.15,0.14,0.14
0.15,0.15,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.13,0.14
0.15,0.14,0.13,0.14
0.15,0.14,0.13,0.13
0.15,0.14,0.13,0.13
0.15,0.14,0.13,0.13
0.14,0.14,0.13,0.14
0.14,0.13,0.13,0.14
0.14,0.13,0.13,0.14
0.14,0.13,0.14,0.14
0.14,0.13,0.14,0.14
0.14,0.13,0.14,0.14
0.14,0.13,0.14,0.14
0.13,0.13,0.14,0.14
0.13,0.13,0.14,0.15
0.13,0.14,0.13,0.15
0.13,0.14,0.13,0.15
0.13,0.14,0.13,0.15
0.13,0.14,0.14,0.15
0.13,0.14,0.14,0.14
0.13,0.14,0.14,0.14
0.14,0.13,0.14,0.15
0.14,0.13,0.14,0.15
0.14,0.13,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.15,0.15
0.13,0.14,0.15,0.15
0.13,0.14,0.15,0.15
0.13,0.14,0.15,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.14,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.15,0.14
0.14,0.15,0.15,0.14
0.14,0.15,0.15,0.14
0.14,0.15,0.15,0.14
0.14,0.14,0.15,0.14
0.15,0.14,0.15,0.14
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15
0.14,0.15,0.14,0.15
0.14,0.15,0.14,0.15
0.15,0.15,0.14,0.15
0.15,0.15,0.14,0.16
0.15,0.15,0.14,0.16
0.15,0.15,0.14,0.16
0.15,0.14,0.14,0.16
0.15,0.14,0.14,0.17
0.15,0.14,0.15,0.17
0.15,0.14,0.15,0.17
0.15,0.14,0.15,0.18
0.15,0.14,0.15,0.19
0.14,0.14,0.15,0.19
0.14,0.14,0.15,0.19
0.14,0.15,0.15,0.19
0.14,0.15,0.16,0.18
0.14,0.15,0.16,0.17
0.14,0.15,0.16,0.16
0.14,0.15,0.16,0.16
0.14,0.15,0.17,0.16
0.15,0.15,0.17,0.15
0.15,0.16,0.17,0.15
0.15,0.16,0.18,0.15
0.15,0.16,0.19,0.15
0.15,0.16,0.19,0.15
0.15,0.17,0.19,0.15
0.15,0.17,0.19,0.15
0.16,0.17,0.18,0.16
0.16,0.18,0.17,0.16
0.16,0.19,0.16,0.16
0.16,0.19,0.16,0.16
0.17,0.19,0.16,0.16
0.17,0.19,0.15,0.15
0.17,0.18,0.15,0.15
0.18,0.17,0.15,0.15
0.19,0.16,0.15,0.15
0.19,0.16,0.15,0.15
0.19,0.16,0.15,0.14
0.19,0.15,0.15,0.14
0.18,0.15,0.16,0.14
0.17,0.15,0.16,0.14
0.16,0.15,0.16,0.14
0.16,0.15,0.16,0.14
0.16,0.15,0.16,0.13
0.15,0.15,0.15,0.13
0.15,0.16,0.15,0.13
0.15,0.16,0.15,0.13
0.15,0.16,0.15,0.13
0.15,0.16,0.15,0.13
0.15,0.16,0.14,0.13
0.15,0.15,0.14,0.14
0.16,0.15,0.14,0.14
0.16,0.15,0.14,0.14
0.16,0.15,0.14,0.14
0.16,0.15,0.14,0.14
0.16,0.14,0.13,0.15
0.15,0.14,0.13,0.15
0.15,0.14,0.13,0.15
0.15,0.14,0.13,0.15
0.15,0.14,0.13,0.14
0.15,0.14,0.13,0.14
0.14,0.13,0.13,0.14
0.14,0.13,0.14,0.14
0.14,0.13,0.14,0.14
0.14,0.13,0.14,0.14
0.14,0.13,0.14,0.14
0.14,0.13,0.14,0.14
0.13,0.13,0.15,0.14
0.13,0.14,0.15,0.14
0.13,0.14,0.15,0.14
0.13,0.14,0.15,0.14
0.13,0.14,0.14,0.14
0.13,0.14,0.14,0.14
0.13,0.15,0.14,0.14
0.14,0.15,0.14,0.15
0.14,0.15,0.14,0.15
0.14,0.15,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.15,0.14,0.14,0.15
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.15,0.14
0.14,0.15,0.15,0.14
0.15,0.14,0.15,0.14
0.15,0.14,0.15,0.14
0.15,0.14,0.15,0.14
0.15,0.14,0.15,0.14
0.15,0.15,0.15,0.14
0.15,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.14,0.15,0.14,0.14
0.15,0.15,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.16
0.14,0.14,0.14,0.16
0.14,0.14,0.14,0.16
0.14,0.14,0.14,0.16
0.14,0.14,0.14,0.16
0.14,0.14,0.14,0.16
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.15
0.14,0.14,0.15,0.15
0.14,0.15,0.16,0.15
0.14,0.15,0.16,0.15
0.14,0.15,0.16,0.15
0.14,0.15,0.16,0.15
0.14,0.15,0.16,0.15
0.14,0.15,0.16,0.15
0.15,0.16,0.15,0.16
0.15,0.16,0.14,0.16
0.15,0.16,0.15,0.17
0.15,0.16,0.15,0.17
0.15,0.16,0.15,0.17
0.15,0.16,0.15,0.16
0.16,0.15,0.15,0.16
0.16,0.14,0.15,0.17
0.16,0.15,0.15,0.18
0.16,0.15,0.15,0.18
0.16,0.15,0.15,0.18
0.16,0.15,0.15,0.18
0.15,0.15,0.16,0.17
0.14,0.15,0.16,0.17
0.15,0.15,0.17,0.17
0.15,0.15,0.17,0.19
0.15,0.15,0.17,0.18
0.15,0.15,0.16,0.18
0.15,0.16,0.16,0.19
0.15,0.16,0.17,0.18
0.15,0.17,0.18,0.18
0.15,0.17,0.18,0.19
0.15,0.17,0.18,0.18
0.15,0.16,0.18,0.17
0.16,0.16,0.17,0.15
0.16,0.17,0.17,0.15
0.17,0.18,0.17,0.15
